"","GEOID","Tract","County","State","FDep","SDI","ReADI","SVI","NA_ADI","NSS7"
"35072","24025301102","Census Tract 3011.02"," Harford County"," Maryland",11,29,11,51,10,34
"35073","24025301105","Census Tract 3011.05"," Harford County"," Maryland",18,15,21,7,36,20
"35074","24025301106","Census Tract 3011.06"," Harford County"," Maryland",9,4,9,9,21,5
"35075","24025301107","Census Tract 3011.07"," Harford County"," Maryland",38,60,40,66,47,50
"35076","24025301108","Census Tract 3011.08"," Harford County"," Maryland",4,1,3,1,22,4
"35077","24025301201","Census Tract 3012.01"," Harford County"," Maryland",35,17,40,14,32,13
"35078","24025301202","Census Tract 3012.02"," Harford County"," Maryland",17,30,24,19,39,25
"35079","24025301204","Census Tract 3012.04"," Harford County"," Maryland",20,17,14,10,41,27
"35080","24025301205","Census Tract 3012.05"," Harford County"," Maryland",18,11,25,11,48,20
"35081","24025301301","Census Tract 3013.01"," Harford County"," Maryland",47,51,52,67,40,58
"35082","24025301302","Census Tract 3013.02"," Harford County"," Maryland",47,67,58,67,69,74
"35083","24025301401","Census Tract 3014.01"," Harford County"," Maryland",30,31,23,21,39,31
"35084","24025301402","Census Tract 3014.02"," Harford County"," Maryland",28,52,40,28,46,31
"35085","24025301601","Census Tract 3016.01"," Harford County"," Maryland",50,30,46,72,56,58
"35086","24025301602","Census Tract 3016.02"," Harford County"," Maryland",34,14,24,38,43,39
"35087","24025301703","Census Tract 3017.03"," Harford County"," Maryland",19,20,17,20,30,14
"35088","24025301704","Census Tract 3017.04"," Harford County"," Maryland",22,15,32,16,52,13
"35089","24025301705","Census Tract 3017.05"," Harford County"," Maryland",21,32,30,20,47,12
"35090","24025301706","Census Tract 3017.06"," Harford County"," Maryland",33,36,16,23,36,30
"35091","24025301707","Census Tract 3017.07"," Harford County"," Maryland",14,12,20,20,39,33
"35092","24025302100","Census Tract 3021"," Harford County"," Maryland",18,4,14,4,23,5
"35093","24025302200","Census Tract 3022"," Harford County"," Maryland",26,16,17,21,36,25
"35094","24025302400","Census Tract 3024"," Harford County"," Maryland",64,81,66,88,48,77
"35095","24025302801","Census Tract 3028.01"," Harford County"," Maryland",50,48,49,60,45,49
"35096","24025302802","Census Tract 3028.02"," Harford County"," Maryland",40,72,47,68,53,56
"35097","24025302901","Census Tract 3029.01"," Harford County"," Maryland",89,96,97,98,89,97
"35098","24025302902","Census Tract 3029.02"," Harford County"," Maryland",57,43,55,46,63,47
"35099","24025303101","Census Tract 3031.01"," Harford County"," Maryland",10,6,11,9,28,10
"35100","24025303102","Census Tract 3031.02"," Harford County"," Maryland",7,6,7,2,18,2
"35101","24025303201","Census Tract 3032.01"," Harford County"," Maryland",18,6,17,7,23,10
"35102","24025303203","Census Tract 3032.03"," Harford County"," Maryland",25,21,30,23,37,17
"35103","24025303204","Census Tract 3032.04"," Harford County"," Maryland",16,11,18,17,28,14
"35104","24025303205","Census Tract 3032.05"," Harford County"," Maryland",2,1,4,1,11,2
"35105","24025303206","Census Tract 3032.06"," Harford County"," Maryland",12,10,12,3,26,3
"35106","24025303300","Census Tract 3033"," Harford County"," Maryland",6,2,8,4,18,3
"35107","24025303400","Census Tract 3034"," Harford County"," Maryland",9,7,11,2,22,6
"35108","24025303501","Census Tract 3035.01"," Harford County"," Maryland",11,27,16,28,23,21
"35109","24025303502","Census Tract 3035.02"," Harford County"," Maryland",10,4,14,5,22,4
"35110","24025303602","Census Tract 3036.02"," Harford County"," Maryland",12,3,13,2,25,4
"35111","24025303603","Census Tract 3036.03"," Harford County"," Maryland",6,5,4,7,17,7
"35112","24025303605","Census Tract 3036.05"," Harford County"," Maryland",30,31,34,45,47,41
"35113","24025303606","Census Tract 3036.06"," Harford County"," Maryland",2,4,3,1,15,2
"35114","24025303700","Census Tract 3037"," Harford County"," Maryland",30,9,26,13,32,12
"35115","24025303801","Census Tract 3038.01"," Harford County"," Maryland",46,65,54,45,55,49
"35116","24025303802","Census Tract 3038.02"," Harford County"," Maryland",19,26,23,28,41,15
"35117","24025303803","Census Tract 3038.03"," Harford County"," Maryland",32,61,47,65,43,51
"35118","24025303900","Census Tract 3039"," Harford County"," Maryland",20,57,26,42,30,30
"35119","24025304101","Census Tract 3041.01"," Harford County"," Maryland",21,20,21,10,24,22
"35120","24025304102","Census Tract 3041.02"," Harford County"," Maryland",14,11,21,4,22,8
"35121","24025304201","Census Tract 3042.01"," Harford County"," Maryland",8,15,11,2,18,8
"35122","24025304202","Census Tract 3042.02"," Harford County"," Maryland",15,17,17,10,22,15
"35123","24025305100","Census Tract 3051"," Harford County"," Maryland",18,22,22,13,25,18
"35124","24025305200","Census Tract 3052"," Harford County"," Maryland",54,56,66,47,43,46
"35125","24025305300","Census Tract 3053"," Harford County"," Maryland",28,54,36,33,31,29
"35126","24025306100","Census Tract 3061"," Harford County"," Maryland",71,81,72,61,54,69
"35127","24025306200","Census Tract 3062"," Harford County"," Maryland",38,66,43,61,43,49
"35128","24025306300","Census Tract 3063"," Harford County"," Maryland",9,31,11,31,23,11
"35129","24025306400","Census Tract 3064"," Harford County"," Maryland",14,7,12,11,30,9
"35130","24025306500","Census Tract 3065"," Harford County"," Maryland",21,22,14,35,30,23
"35131","24027601103","Census Tract 6011.03"," Howard County"," Maryland",3,5,5,12,18,5
"35132","24027601104","Census Tract 6011.04"," Howard County"," Maryland",2,1,3,2,7,2
"35133","24027601105","Census Tract 6011.05"," Howard County"," Maryland",3,16,6,10,21,8
"35134","24027601107","Census Tract 6011.07"," Howard County"," Maryland",39,63,38,73,19,53
"35135","24027601108","Census Tract 6011.08"," Howard County"," Maryland",12,22,10,23,26,20
"35136","24027601203","Census Tract 6012.03"," Howard County"," Maryland",13,59,16,52,23,40
"35137","24027601204","Census Tract 6012.04"," Howard County"," Maryland",16,43,14,56,25,42
"35138","24027601205","Census Tract 6012.05"," Howard County"," Maryland",38,37,23,46,39,44
"35139","24027601206","Census Tract 6012.06"," Howard County"," Maryland",10,9,5,10,17,15
"35140","24027602100","Census Tract 6021"," Howard County"," Maryland",1,2,2,5,8,4
"35141","24027602201","Census Tract 6022.01"," Howard County"," Maryland",2,9,2,9,7,5
"35142","24027602202","Census Tract 6022.02"," Howard County"," Maryland",3,17,5,32,12,15
"35143","24027602302","Census Tract 6023.02"," Howard County"," Maryland",5,15,5,18,14,11
"35144","24027602303","Census Tract 6023.03"," Howard County"," Maryland",1,2,1,3,8,2
"35145","24027602304","Census Tract 6023.04"," Howard County"," Maryland",3,6,3,13,9,5
"35146","24027602305","Census Tract 6023.05"," Howard County"," Maryland",2,7,3,14,12,4
"35147","24027602306","Census Tract 6023.06"," Howard County"," Maryland",9,36,11,34,23,17
"35148","24027602600","Census Tract 6026"," Howard County"," Maryland",32,54,31,85,24,50
"35149","24027602700","Census Tract 6027"," Howard County"," Maryland",2,3,2,18,10,2
"35150","24027602800","Census Tract 6028"," Howard County"," Maryland",13,49,15,46,17,47
"35151","24027602900","Census Tract 6029"," Howard County"," Maryland",16,45,17,51,15,30
"35152","24027603001","Census Tract 6030.01"," Howard County"," Maryland",5,9,10,21,13,2
"35153","24027603003","Census Tract 6030.03"," Howard County"," Maryland",5,2,4,13,8,7
"35154","24027603004","Census Tract 6030.04"," Howard County"," Maryland",3,17,4,33,8,8
"35155","24027604001","Census Tract 6040.01"," Howard County"," Maryland",6,3,4,5,8,4
"35156","24027604003","Census Tract 6040.03"," Howard County"," Maryland",4,21,4,15,7,21
"35157","24027604004","Census Tract 6040.04"," Howard County"," Maryland",1,6,1,4,4,2
"35158","24027605103","Census Tract 6051.03"," Howard County"," Maryland",1,1,1,4,5,1
"35159","24027605104","Census Tract 6051.04"," Howard County"," Maryland",2,5,2,17,4,7
"35160","24027605105","Census Tract 6051.05"," Howard County"," Maryland",1,1,1,8,7,1
"35161","24027605106","Census Tract 6051.06"," Howard County"," Maryland",1,5,2,9,5,2
"35162","24027605401","Census Tract 6054.01"," Howard County"," Maryland",12,26,15,24,22,17
"35163","24027605403","Census Tract 6054.03"," Howard County"," Maryland",26,48,27,60,32,63
"35164","24027605404","Census Tract 6054.04"," Howard County"," Maryland",9,43,12,19,32,18
"35165","24027605502","Census Tract 6055.02"," Howard County"," Maryland",7,19,9,29,18,19
"35166","24027605503","Census Tract 6055.03"," Howard County"," Maryland",26,66,28,72,27,52
"35167","24027605504","Census Tract 6055.04"," Howard County"," Maryland",0,1,1,1,5,0
"35168","24027605505","Census Tract 6055.05"," Howard County"," Maryland",1,8,1,17,6,8
"35169","24027605601","Census Tract 6056.01"," Howard County"," Maryland",9,48,16,43,25,39
"35170","24027605602","Census Tract 6056.02"," Howard County"," Maryland",7,22,8,34,17,27
"35171","24027606601","Census Tract 6066.01"," Howard County"," Maryland",10,9,5,20,20,12
"35172","24027606603","Census Tract 6066.03"," Howard County"," Maryland",30,39,28,76,28,39
"35173","24027606604","Census Tract 6066.04"," Howard County"," Maryland",15,39,15,39,28,28
"35174","24027606606","Census Tract 6066.06"," Howard County"," Maryland",32,74,32,80,44,63
"35175","24027606607","Census Tract 6066.07"," Howard County"," Maryland",6,16,8,31,19,23
"35176","24027606701","Census Tract 6067.01"," Howard County"," Maryland",2,44,6,18,14,20
"35177","24027606704","Census Tract 6067.04"," Howard County"," Maryland",24,58,29,70,33,56
"35178","24027606706","Census Tract 6067.06"," Howard County"," Maryland",5,16,6,23,15,15
"35179","24027606708","Census Tract 6067.08"," Howard County"," Maryland",11,47,21,40,32,42
"35180","24027606803","Census Tract 6068.03"," Howard County"," Maryland",9,29,12,26,27,20
"35181","24027606804","Census Tract 6068.04"," Howard County"," Maryland",4,17,4,9,18,9
"35182","24027606805","Census Tract 6068.05"," Howard County"," Maryland",3,6,3,26,10,7
"35183","24027606807","Census Tract 6068.07"," Howard County"," Maryland",1,1,2,3,7,2
"35184","24027606808","Census Tract 6068.08"," Howard County"," Maryland",4,6,4,9,13,6
"35185","24027606901","Census Tract 6069.01"," Howard County"," Maryland",36,56,27,73,29,41
"35186","24027606904","Census Tract 6069.04"," Howard County"," Maryland",27,27,23,40,23,27
"35187","24027606905","Census Tract 6069.05"," Howard County"," Maryland",11,39,12,21,23,27
"35188","24027606906","Census Tract 6069.06"," Howard County"," Maryland",24,21,14,35,28,30
"35189","24027606907","Census Tract 6069.07"," Howard County"," Maryland",47,37,25,54,48,27
"35190","24029950100","Census Tract 9501"," Kent County"," Maryland",47,30,40,47,44,29
"35191","24029950200","Census Tract 9502"," Kent County"," Maryland",39,39,47,52,45,46
"35192","24029950300","Census Tract 9503"," Kent County"," Maryland",61,74,65,79,45,68
"35193","24029950400","Census Tract 9504"," Kent County"," Maryland",22,16,25,13,39,13
"35194","24029950500","Census Tract 9505"," Kent County"," Maryland",43,51,51,46,52,48
"35195","24031700101","Census Tract 7001.01"," Montgomery County"," Maryland",5,18,5,12,8,16
"35196","24031700103","Census Tract 7001.03"," Montgomery County"," Maryland",8,2,6,18,7,4
"35197","24031700104","Census Tract 7001.04"," Montgomery County"," Maryland",20,29,19,28,23,16
"35198","24031700105","Census Tract 7001.05"," Montgomery County"," Maryland",23,14,13,31,23,24
"35199","24031700204","Census Tract 7002.04"," Montgomery County"," Maryland",24,21,23,34,20,25
"35200","24031700206","Census Tract 7002.06"," Montgomery County"," Maryland",5,2,5,3,14,3
"35201","24031700207","Census Tract 7002.07"," Montgomery County"," Maryland",22,46,22,34,27,38
"35202","24031700208","Census Tract 7002.08"," Montgomery County"," Maryland",19,13,16,28,18,13
"35203","24031700209","Census Tract 7002.09"," Montgomery County"," Maryland",4,4,5,2,13,3
"35204","24031700210","Census Tract 7002.10"," Montgomery County"," Maryland",5,16,5,31,11,17
"35205","24031700306","Census Tract 7003.06"," Montgomery County"," Maryland",11,12,7,21,21,15
"35206","24031700308","Census Tract 7003.08"," Montgomery County"," Maryland",19,50,19,47,27,40
"35207","24031700309","Census Tract 7003.09"," Montgomery County"," Maryland",20,58,23,61,36,46
"35208","24031700310","Census Tract 7003.10"," Montgomery County"," Maryland",29,66,27,47,33,25
"35209","24031700313","Census Tract 7003.13"," Montgomery County"," Maryland",16,36,14,27,24,33
"35210","24031700314","Census Tract 7003.14"," Montgomery County"," Maryland",4,2,3,10,9,14
"35211","24031700315","Census Tract 7003.15"," Montgomery County"," Maryland",2,13,2,22,9,15
"35212","24031700316","Census Tract 7003.16"," Montgomery County"," Maryland",9,40,17,37,19,39
"35213","24031700317","Census Tract 7003.17"," Montgomery County"," Maryland",16,18,7,35,11,26
"35214","24031700318","Census Tract 7003.18"," Montgomery County"," Maryland",4,15,5,30,21,16
"35215","24031700400","Census Tract 7004"," Montgomery County"," Maryland",6,8,5,9,8,13
"35216","24031700500","Census Tract 7005"," Montgomery County"," Maryland",6,14,6,7,11,17
"35217","24031700604","Census Tract 7006.04"," Montgomery County"," Maryland",0,4,1,10,4,3
"35218","24031700606","Census Tract 7006.06"," Montgomery County"," Maryland",8,11,6,26,9,18
"35219","24031700608","Census Tract 7006.08"," Montgomery County"," Maryland",1,3,1,6,2,6
"35220","24031700610","Census Tract 7006.10"," Montgomery County"," Maryland",10,3,6,15,13,10
"35221","24031700611","Census Tract 7006.11"," Montgomery County"," Maryland",3,7,3,14,9,18
"35222","24031700613","Census Tract 7006.13"," Montgomery County"," Maryland",9,20,4,34,11,20
"35223","24031700614","Census Tract 7006.14"," Montgomery County"," Maryland",45,51,34,77,40,55
"35224","24031700615","Census Tract 7006.15"," Montgomery County"," Maryland",2,3,2,4,7,7
"35225","24031700616","Census Tract 7006.16"," Montgomery County"," Maryland",2,3,2,9,8,3
"35226","24031700617","Census Tract 7006.17"," Montgomery County"," Maryland",3,11,4,11,9,8
"35227","24031700618","Census Tract 7006.18"," Montgomery County"," Maryland",2,3,2,6,6,11
"35228","24031700706","Census Tract 7007.06"," Montgomery County"," Maryland",26,67,31,73,24,56
"35229","24031700710","Census Tract 7007.10"," Montgomery County"," Maryland",41,36,22,68,20,42
"35230","24031700711","Census Tract 7007.11"," Montgomery County"," Maryland",24,30,17,39,20,28
"35231","24031700713","Census Tract 7007.13"," Montgomery County"," Maryland",75,92,74,88,50,81
"35232","24031700715","Census Tract 7007.15"," Montgomery County"," Maryland",54,42,27,39,28,44
"35233","24031700718","Census Tract 7007.18"," Montgomery County"," Maryland",8,41,8,53,16,33
"35234","24031700720","Census Tract 7007.20"," Montgomery County"," Maryland",25,32,10,43,19,39
"35235","24031700721","Census Tract 7007.21"," Montgomery County"," Maryland",74,72,60,91,58,75
"35236","24031700723","Census Tract 7007.23"," Montgomery County"," Maryland",27,70,31,82,26,60
"35237","24031700724","Census Tract 7007.24"," Montgomery County"," Maryland",88,95,77,96,21,90
"35238","24031700725","Census Tract 7007.25"," Montgomery County"," Maryland",90,86,65,97,41,90
"35239","24031700726","Census Tract 7007.26"," Montgomery County"," Maryland",61,49,42,64,28,50
"35240","24031700727","Census Tract 7007.27"," Montgomery County"," Maryland",74,79,63,96,33,76
"35241","24031700728","Census Tract 7007.28"," Montgomery County"," Maryland",12,53,13,53,16,31
"35242","24031700729","Census Tract 7007.29"," Montgomery County"," Maryland",37,49,29,65,26,44
"35243","24031700730","Census Tract 7007.30"," Montgomery County"," Maryland",25,66,27,61,27,52
"35244","24031700731","Census Tract 7007.31"," Montgomery County"," Maryland",89,94,73,93,29,85
"35245","24031700732","Census Tract 7007.32"," Montgomery County"," Maryland",82,72,47,76,34,70
"35246","24031700733","Census Tract 7007.33"," Montgomery County"," Maryland",44,64,43,74,43,48
"35247","24031700810","Census Tract 7008.10"," Montgomery County"," Maryland",13,24,13,22,24,34
"35248","24031700811","Census Tract 7008.11"," Montgomery County"," Maryland",64,72,39,86,34,65
